FID,Shape,kecamatan,kabupaten,provinsi,lat,lon,kategori
2321,"Point[X=110.329888999678, Y=-6.96189965974145, WKID=4326]",TUGU,KOTA SEMARANG,JAWA TENGAH,-6.96189966,110.329889,medium
2322,"Point[X=119.415805000201, Y=-5.16395385428689, WKID=4326]",MAMAJANG,KOTA MAKASSAR,SULAWESI SELATAN,-5.163953854,119.415805,medium
2323,"Point[X=107.450080500415, Y=-6.97976349698774, WKID=4326]",CILILIN,BANDUNG BARAT,JAWA BARAT,-6.979763497,107.4500805,medium
2324,"Point[X=112.882390000198, Y=-2.60317715290324, WKID=4326]",MENTAWA BARU KETAPANG,KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,-2.603177153,112.88239,medium
2325,"Point[X=123.025683700343, Y=0.539991370205598, WKID=4326]",KOTA BARAT,KOTA GORONTALO,GORONTALO,0.53999137,123.0256837,medium
2326,"Point[X=112.766516500436, Y=-7.35446193287186, WKID=4326]",WARU,SIDOARJO,JAWA TIMUR,-7.354461933,112.7665165,medium
2327,"Point[X=115.332393599785, Y=-8.52662235983399, WKID=4326]",GIANYAR,GIANYAR,BALI,-8.52662236,115.3323936,medium
2328,"Point[X=106.956537399881, Y=-6.85685077874041, WKID=4326]",SUKABUMI,SUKABUMI,JAWA BARAT,-6.856850779,106.9565374,medium
2329,"Point[X=112.790128199857, Y=-7.23899557508565, WKID=4326]",BULAK,KOTA SURABAYA,JAWA TIMUR,-7.238995575,112.7901282,medium
2330,"Point[X=115.22110529977, Y=-8.32691561476378, WKID=4326]",PETANG,BADUNG,BALI,-8.326915615,115.2211053,medium
2331,"Point[X=106.713305699898, Y=-6.52180347255216, WKID=4326]",RANCA BUNGUR,BOGOR,JAWA BARAT,-6.521803473,106.7133057,medium
2332,"Point[X=114.334987699823, Y=-8.19239967980133, WKID=4326]",GIRI,BANYUWANGI,JAWA TIMUR,-8.19239968,114.3349877,medium
2333,"Point[X=110.493798499601, Y=-7.30720219872245, WKID=4326]",SIDOREJO,KOTA SALATIGA,JAWA TENGAH,-7.307202199,110.4937985,medium
2334,"Point[X=106.932425400412, Y=-6.959767039817, WKID=4326]",BAROS,KOTA SUKABUMI,JAWA BARAT,-6.95976704,106.9324254,medium
2335,"Point[X=114.125623799899, Y=-8.42152692182992, WKID=4326]",TEGALSARI,BANYUWANGI,JAWA TIMUR,-8.421526922,114.1256238,medium
2336,"Point[X=113.651755200142, Y=-7.82387846222122, WKID=4326]",JATIBANTENG,SITUBONDO,JAWA TIMUR,-7.823878462,113.6517552,medium
2337,"Point[X=106.969625399992, Y=-6.94456120643446, WKID=4326]",KEBONPEDES,SUKABUMI,JAWA BARAT,-6.944561206,106.9696254,medium
2338,"Point[X=107.698108499807, Y=-7.0454152276306, WKID=4326]",CIPARAY,BANDUNG,JAWA BARAT,-7.045415228,107.6981085,medium
2339,"Point[X=98.7003647297485, Y=3.57932143863354, WKID=4326]",MEDAN AREA,KOTA MEDAN,SUMATERA UTARA,3.579321439,98.70036473,medium
2340,"Point[X=114.310730799787, Y=-8.27037414684935, WKID=4326]",KABAT,BANYUWANGI,JAWA TIMUR,-8.270374147,114.3107308,medium
2341,"Point[X=110.634065500123, Y=-7.64418384590772, WKID=4326]",KARANGANOM,KLATEN,JAWA TENGAH,-7.644183846,110.6340655,medium
2342,"Point[X=110.316039799897, Y=-7.05292700567674, WKID=4326]",MIJEN,KOTA SEMARANG,JAWA TENGAH,-7.052927006,110.3160398,medium
2343,"Point[X=115.259142900025, Y=-8.51809851173687, WKID=4326]",UBUD,GIANYAR,BALI,-8.518098512,115.2591429,medium
2344,"Point[X=100.367096399979, Y=-0.304706198332326, WKID=4326]",GUGUAK PANJANG,KOTA BUKITTINGGI,SUMATERA BARAT,-0.304706198,100.3670964,medium
2345,"Point[X=112.481022499988, Y=-7.4751168734449, WKID=4326]",MOJOANYAR,MOJOKERTO,JAWA TIMUR,-7.475116873,112.4810225,medium
2346,"Point[X=113.914964699961, Y=-8.14130779591801, WKID=4326]",LEDOKOMBO,JEMBER,JAWA TIMUR,-8.141307796,113.9149647,medium
2347,"Point[X=108.572103100078, Y=-7.05614385275658, WKID=4326]",MALEBER,KUNINGAN,JAWA BARAT,-7.056143853,108.5721031,medium
2348,"Point[X=112.173103299977, Y=-7.77851328036354, WKID=4326]",PARE,KEDIRI,JAWA TIMUR,-7.77851328,112.1731033,medium
2349,"Point[X=103.369448899947, Y=1.01799732171907, WKID=4326]",MERAL,KARIMUN,KEPULAUAN RIAU,1.017997322,103.3694489,medium
2350,"Point[X=100.490891800117, Y=-0.878095660686142, WKID=4326]",PAUH,KOTA PADANG,SUMATERA BARAT,-0.878095661,100.4908918,medium
2351,"Point[X=114.148243399613, Y=-8.34720992379891, WKID=4326]",GENTENG,BANYUWANGI,JAWA TIMUR,-8.347209924,114.1482434,medium
2352,"Point[X=110.547149500249, Y=-7.72855738231732, WKID=4326]",JOGONALAN,KLATEN,JAWA TENGAH,-7.728557382,110.5471495,medium
2353,"Point[X=110.222082499608, Y=-7.456090589609, WKID=4326]",MAGELANG UTARA,KOTA MAGELANG,JAWA TENGAH,-7.45609059,110.2220825,medium
2354,"Point[X=104.820500000375, Y=-2.96415397672462, WKID=4326]",KALIDONI,KOTA PALEMBANG,SUMATERA SELATAN,-2.964153977,104.8205,medium
2355,"Point[X=127.373270500333, Y=0.82114407064239, WKID=4326]",KOTA TERNATE UTARA,KOTA TERNATE,MALUKU UTARA,0.821144071,127.3732705,medium
2356,"Point[X=122.504782699762, Y=-3.93771961097121, WKID=4326]",MANDONGA,KOTA KENDARI,SULAWESI TENGGARA,-3.937719611,122.5047827,medium
2357,"Point[X=119.515229700091, Y=-5.09642184089518, WKID=4326]",BIRINGKANAYA,KOTA MAKASSAR,SULAWESI SELATAN,-5.096421841,119.5152297,medium
2358,"Point[X=112.803569899731, Y=-7.40047967899392, WKID=4326]",SEDATI,SIDOARJO,JAWA TIMUR,-7.400479679,112.8035699,medium
2359,"Point[X=106.935008800116, Y=-6.82669401941342, WKID=4326]",KADUDAMPIT,SUKABUMI,JAWA BARAT,-6.826694019,106.9350088,medium
2360,"Point[X=116.959096999727, Y=-1.17502236009381, WKID=4326]",BALIKPAPAN TIMUR,KOTA BALIKPAPAN,KALIMANTAN TIMUR,-1.17502236,116.959097,medium
2361,"Point[X=109.144549699709, Y=-6.86386426402453, WKID=4326]",TEGAL TIMUR,KOTA TEGAL,JAWA TENGAH,-6.863864264,109.1445497,medium
2362,"Point[X=110.443591500048, Y=-7.38832313010835, WKID=4326]",GETASAN,SEMARANG,JAWA TENGAH,-7.38832313,110.4435915,medium
2363,"Point[X=104.833755299567, Y=-5.27491125594963, WKID=4326]",PAGELARAN,PRINGSEWU,LAMPUNG,-5.274911256,104.8337553,medium
2364,"Point[X=115.337436899793, Y=-8.14252135907344, WKID=4326]",TEJAKULA,BULELENG,BALI,-8.142521359,115.3374369,medium
2365,"Point[X=106.070336199856, Y=-6.09092857299521, WKID=4326]",WARINGINKURUNG,SERANG,BANTEN,-6.090928573,106.0703362,medium
2366,"Point[X=110.738159200387, Y=-7.65864299287978, WKID=4326]",JUWIRING,KLATEN,JAWA TENGAH,-7.658642993,110.7381592,medium
2367,"Point[X=109.567288299615, Y=-7.61152879511775, WKID=4326]",KARANGANYAR,KEBUMEN,JAWA TENGAH,-7.611528795,109.5672883,medium
2368,"Point[X=110.758337700125, Y=-7.78514910164967, WKID=4326]",WERU,SUKOHARJO,JAWA TENGAH,-7.785149102,110.7583377,medium
2369,"Point[X=104.876566000321, Y=-3.29106447964199, WKID=4326]",SIRAH PULAU PADANG,OGAN KOMERING ILIR,SUMATERA SELATAN,-3.29106448,104.876566,medium
2370,"Point[X=106.627897099572, Y=-7.36374896184509, WKID=4326]",CIBITUNG,SUKABUMI,JAWA BARAT,-7.363748962,106.6278971,medium
2371,"Point[X=119.422499499552, Y=-5.12920935013136, WKID=4326]",BONTOALA,KOTA MAKASSAR,SULAWESI SELATAN,-5.12920935,119.4224995,medium
2372,"Point[X=116.173130199699, Y=-8.41695244290088, WKID=4326]",TANJUNG,LOMBOK UTARA,NUSA TENGGARA BARAT,-8.416952443,116.1731302,medium
2373,"Point[X=100.484038799751, Y=-1.13349958293935, WKID=4326]",KOTO XI TARUSAN,PESISIR SELATAN,SUMATERA BARAT,-1.133499583,100.4840388,medium
2374,"Point[X=98.6834160300258, Y=3.56792377096531, WKID=4326]",MEDAN MAIMUN,KOTA MEDAN,SUMATERA UTARA,3.567923771,98.68341603,medium
2375,"Point[X=106.562489300141, Y=-7.34335193044717, WKID=4326]",SURADE,SUKABUMI,JAWA BARAT,-7.34335193,106.5624893,medium
2376,"Point[X=99.1384285102676, Y=3.30305876315146, WKID=4326]",PADANG HULU,KOTA TEBING TINGGI,SUMATERA UTARA,3.303058763,99.13842851,medium
2377,"Point[X=110.773838399622, Y=-6.84704618183576, WKID=4326]",KARANGANYAR,DEMAK,JAWA TENGAH,-6.847046182,110.7738384,medium
2378,"Point[X=112.055102300131, Y=-7.67521896498317, WKID=4326]",NGRONGGOT,NGANJUK,JAWA TIMUR,-7.675218965,112.0551023,medium
2379,"Point[X=110.817656699897, Y=-7.58185506166171, WKID=4326]",SERENGAN,KOTA SURAKARTA,JAWA TENGAH,-7.581855062,110.8176567,medium
2380,"Point[X=109.558163900444, Y=-7.67471470791742, WKID=4326]",ADIMULYO,KEBUMEN,JAWA TENGAH,-7.674714708,109.5581639,medium
2381,"Point[X=112.759168300077, Y=-7.43575360504479, WKID=4326]",BUDURAN,SIDOARJO,JAWA TIMUR,-7.435753605,112.7591683,medium
2382,"Point[X=107.822455400197, Y=-6.29153693698004, WKID=4326]",PAMANUKAN,SUBANG,JAWA BARAT,-6.291536937,107.8224554,medium
2383,"Point[X=107.56038050036, Y=-7.00381811521379, WKID=4326]",KATAPANG,BANDUNG,JAWA BARAT,-7.003818115,107.5603805,medium
2384,"Point[X=100.402652500013, Y=-0.979946157688971, WKID=4326]",LUBUK BEGALUNG,KOTA PADANG,SUMATERA BARAT,-0.979946158,100.4026525,medium
2385,"Point[X=107.436530200209, Y=-6.41371396842487, WKID=4326]",CIKAMPEK,KARAWANG,JAWA BARAT,-6.413713968,107.4365302,medium
2386,"Point[X=112.045472300307, Y=-7.84711380435851, WKID=4326]",PESANTREN,KOTA KEDIRI,JAWA TIMUR,-7.847113804,112.0454723,medium
2387,"Point[X=114.368002900314, Y=-8.22859289464634, WKID=4326]",BANYUWANGI,BANYUWANGI,JAWA TIMUR,-8.228592895,114.3680029,medium
2388,"Point[X=104.006085900244, Y=1.13414565519787, WKID=4326]",LUBUK BAJA,KOTA BATAM,KEPULAUAN RIAU,1.134145655,104.0060859,medium
2389,"Point[X=109.958490599961, Y=-1.81225142906015, WKID=4326]",DELTA PAWAN,KETAPANG,KALIMANTAN BARAT,-1.812251429,109.9584906,medium
2390,"Point[X=105.323296899932, Y=-5.20284784924877, WKID=4326]",METRO KIBANG,LAMPUNG TIMUR,LAMPUNG,-5.202847849,105.3232969,medium
2391,"Point[X=110.812444500014, Y=-7.00151482285077, WKID=4326]",KLAMBU,GROBOGAN,JAWA TENGAH,-7.001514823,110.8124445,medium
2392,"Point[X=110.655003599636, Y=-7.28219225406923, WKID=4326]",WONOSEGORO,BOYOLALI,JAWA TENGAH,-7.282192254,110.6550036,medium
2393,"Point[X=106.470508500167, Y=-6.63134976867684, WKID=4326]",SUKAJAYA,BOGOR,JAWA BARAT,-6.631349769,106.4705085,medium
2394,"Point[X=111.477922900422, Y=-7.67901290881866, WKID=4326]",TAKERAN,MAGETAN,JAWA TIMUR,-7.679012909,111.4779229,medium
2395,"Point[X=108.124042499762, Y=-7.27542732521084, WKID=4326]",SUKARATU,TASIKMALAYA,JAWA BARAT,-7.275427325,108.1240425,medium
2396,"Point[X=110.77361950014, Y=-6.70309836499752, WKID=4326]",MAYONG,JEPARA,JAWA TENGAH,-6.703098365,110.7736195,medium
2397,"Point[X=112.44755599991, Y=-6.98406914517489, WKID=4326]",DUKUN,GRESIK,JAWA TIMUR,-6.984069145,112.447556,medium
2398,"Point[X=114.241174300054, Y=-8.53611643342663, WKID=4326]",PURWOHARJO,BANYUWANGI,JAWA TIMUR,-8.536116433,114.2411743,medium
2399,"Point[X=110.212820300017, Y=-1.77328254215553, WKID=4326]",BENUA KAYONG,KETAPANG,KALIMANTAN BARAT,-1.773282542,110.2128203,medium
2400,"Point[X=124.757099800316, Y=1.41610939483274, WKID=4326]",MANDOLANG,MINAHASA,SULAWESI UTARA,1.416109395,124.7570998,medium
2401,"Point[X=113.654461299749, Y=-8.23672057429502, WKID=4326]",AJUNG,JEMBER,JAWA TIMUR,-8.236720574,113.6544613,medium
2402,"Point[X=110.816090699626, Y=-8.0717043218969, WKID=4326]",PRACIMANTORO,WONOGIRI,JAWA TENGAH,-8.071704322,110.8160907,medium
2403,"Point[X=110.374393399936, Y=-7.14529316964399, WKID=4326]",UNGARAN BARAT,SEMARANG,JAWA TENGAH,-7.14529317,110.3743934,medium
2404,"Point[X=110.27101039971, Y=-6.9489463609857, WKID=4326]",KALIWUNGU,KENDAL,JAWA TENGAH,-6.948946361,110.2710104,medium
2405,"Point[X=122.055118199945, Y=0.497295671158327, WKID=4326]",PAGUAT,PAHUWATO,GORONTALO,0.497295671,122.0551182,medium
2406,"Point[X=112.51801690016, Y=-8.24574655705794, WKID=4326]",PAGAK,MALANG,JAWA TIMUR,-8.245746557,112.5180169,medium
2407,"Point[X=105.220279199825, Y=-4.53190242335808, WKID=4326]",MENGGALA,TULANG BAWANG,LAMPUNG,-4.531902423,105.2202792,medium
2408,"Point[X=104.638854699685, Y=-4.15323040316053, WKID=4326]",BELITANG,OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,-4.153230403,104.6388547,medium
2409,"Point[X=113.741195800246, Y=-8.25709370261222, WKID=4326]",MUMBULSARI,JEMBER,JAWA TIMUR,-8.257093703,113.7411958,medium
2410,"Point[X=100.662451699586, Y=-1.26517245604396, WKID=4326]",IV JURAI,PESISIR SELATAN,SUMATERA BARAT,-1.265172456,100.6624517,medium
2411,"Point[X=102.516094499662, Y=-2.56943967090405, WKID=4326]",LIMUN,SAROLANGUN,JAMBI,-2.569439671,102.5160945,medium
2412,"Point[X=107.421785999624, Y=-6.55995824187931, WKID=4326]",JATILUHUR,PURWAKARTA,JAWA BARAT,-6.559958242,107.421786,medium
2413,"Point[X=106.497068099913, Y=-2.89621205324363, WKID=4326]",TOBOALI,BANGKA SELATAN,KEPULAUAN BANGKA BELITUNG,-2.896212053,106.4970681,medium
2414,"Point[X=112.739952899607, Y=-7.02898820933837, WKID=4326]",BANGKALAN,BANGKALAN,JAWA TIMUR,-7.028988209,112.7399529,medium
2415,"Point[X=113.702296099985, Y=-7.75447403694722, WKID=4326]",BESUKI,SITUBONDO,JAWA TIMUR,-7.754474037,113.7022961,medium
2416,"Point[X=106.173828000062, Y=-6.18739248707357, WKID=4326]",CURUG,KOTA SERANG,BANTEN,-6.187392487,106.173828,medium
2417,"Point[X=110.818748400418, Y=-7.67977796298254, WKID=4326]",SUKOHARJO,SUKOHARJO,JAWA TENGAH,-7.679777963,110.8187484,medium
2418,"Point[X=123.042111199772, Y=0.698188676865982, WKID=4326]",TELAGA BIRU,GORONTALO,GORONTALO,0.698188677,123.0421112,medium
2419,"Point[X=105.055901400429, Y=-5.01001565679707, WKID=4326]",ANAK TUHA,LAMPUNG TENGAH,LAMPUNG,-5.010015657,105.0559014,medium
2420,"Point[X=110.845392899763, Y=-7.49947625302661, WKID=4326]",GONDANGREJO,KARANGANYAR,JAWA TENGAH,-7.499476253,110.8453929,medium
2421,"Point[X=108.227782699912, Y=-7.33901405325588, WKID=4326]",TAWANG,KOTA TASIKMALAYA,JAWA BARAT,-7.339014053,108.2277827,medium
2422,"Point[X=112.421059900394, Y=-7.34401302118391, WKID=4326]",DAWARBLANDONG,MOJOKERTO,JAWA TIMUR,-7.344013021,112.4210599,medium
2423,"Point[X=100.405300499818, Y=-0.37345163818253, WKID=4326]",SUNGAI PUA,AGAM,SUMATERA BARAT,-0.373451638,100.4053005,medium
2424,"Point[X=108.62778570015, Y=-7.50185791231274, WKID=4326]",BANJARSARI,CIAMIS,JAWA BARAT,-7.501857912,108.6277857,medium
2425,"Point[X=112.109628999779, Y=-7.8180588503356, WKID=4326]",GURAH,KEDIRI,JAWA TIMUR,-7.81805885,112.109629,medium
2426,"Point[X=112.72642990012, Y=-7.76138346527466, WKID=4326]",PURWOSARI,PASURUAN,JAWA TIMUR,-7.761383465,112.7264299,medium
2427,"Point[X=108.720812499797, Y=-6.89441132102559, WKID=4326]",PABUARAN,CIREBON,JAWA BARAT,-6.894411321,108.7208125,medium
2428,"Point[X=114.386268399967, Y=-2.99329555974225, WKID=4326]",SELAT,KAPUAS,KALIMANTAN TENGAH,-2.99329556,114.3862684,medium
2429,"Point[X=110.683739699927, Y=-7.43101805393997, WKID=4326]",SIMO,BOYOLALI,JAWA TENGAH,-7.431018054,110.6837397,medium
2430,"Point[X=109.166504499883, Y=-7.66405721466867, WKID=4326]",ADIPALA,CILACAP,JAWA TENGAH,-7.664057215,109.1665045,medium
2431,"Point[X=116.78021430035, Y=-0.648486416215064, WKID=4326]",LOA KULU,KUTAI KARTANEGARA,KALIMANTAN TIMUR,-0.648486416,116.7802143,medium
2432,"Point[X=124.966328899959, Y=1.40193667743574, WKID=4326]",AIRMADIDI,MINAHASA UTARA,SULAWESI UTARA,1.401936677,124.9663289,medium
2433,"Point[X=113.622843199654, Y=-8.07032993927521, WKID=4326]",PANTI,JEMBER,JAWA TIMUR,-8.070329939,113.6228432,medium
2434,"Point[X=107.256359800265, Y=-6.96995722194816, WKID=4326]",RONGGA,BANDUNG BARAT,JAWA BARAT,-6.969957222,107.2563598,medium
2435,"Point[X=124.891912499862, Y=1.53380008900297, WKID=4326]",MAPANGET,KOTA MANADO,SULAWESI UTARA,1.533800089,124.8919125,medium
2436,"Point[X=112.722655399627, Y=-7.50705553598414, WKID=4326]",TANGGULANGIN,SIDOARJO,JAWA TIMUR,-7.507055536,112.7226554,medium
2437,"Point[X=100.359028500065, Y=-0.977534006888845, WKID=4326]",PADANG SELATAN,KOTA PADANG,SUMATERA BARAT,-0.977534007,100.3590285,medium
2438,"Point[X=124.92914669976, Y=1.45099529219902, WKID=4326]",KALAWAT,MINAHASA UTARA,SULAWESI UTARA,1.450995292,124.9291467,medium
2439,"Point[X=114.305460199728, Y=-2.967029341331, WKID=4326]",BASARANG,KAPUAS,KALIMANTAN TENGAH,-2.967029341,114.3054602,medium
2440,"Point[X=110.359229000118, Y=-7.58708059669215, WKID=4326]",SRUMBUNG,MAGELANG,JAWA TENGAH,-7.587080597,110.359229,medium
2441,"Point[X=110.937862099956, Y=-7.96433034087249, WKID=4326]",BATURETNO,WONOGIRI,JAWA TENGAH,-7.964330341,110.9378621,medium
2442,"Point[X=108.990560499867, Y=-7.69100321262812, WKID=4326]",CILACAP TENGAH,CILACAP,JAWA TENGAH,-7.691003213,108.9905605,medium
2443,"Point[X=115.086821100314, Y=-8.52626518419083, WKID=4326]",KERAMBITAN,TABANAN,BALI,-8.526265184,115.0868211,medium
2444,"Point[X=106.680743600337, Y=-7.23574171191041, WKID=4326]",CIMANGGU,SUKABUMI,JAWA BARAT,-7.235741712,106.6807436,medium
2445,"Point[X=111.009051600351, Y=-7.04396217321568, WKID=4326]",TAWANGHARJO,GROBOGAN,JAWA TENGAH,-7.043962173,111.0090516,medium
2446,"Point[X=112.767734099749, Y=-8.24196985322612, WKID=4326]",DAMPIT,MALANG,JAWA TIMUR,-8.241969853,112.7677341,medium
2447,"Point[X=112.552333399867, Y=-8.31412787670013, WKID=4326]",BANTUR,MALANG,JAWA TIMUR,-8.314127877,112.5523334,medium
2448,"Point[X=107.35101150038, Y=-6.94471141390056, WKID=4326]",CIPONGKOR,BANDUNG BARAT,JAWA BARAT,-6.944711414,107.3510115,medium
2449,"Point[X=102.713503699936, Y=-2.27296414068252, WKID=4326]",SAROLANGUN,SAROLANGUN,JAMBI,-2.272964141,102.7135037,medium
2450,"Point[X=109.034831599799, Y=-7.67156064430822, WKID=4326]",CILACAP UTARA,CILACAP,JAWA TENGAH,-7.671560644,109.0348316,medium
2451,"Point[X=112.558621699732, Y=-8.00080190218597, WKID=4326]",WAGIR,MALANG,JAWA TIMUR,-8.000801902,112.5586217,medium
2452,"Point[X=110.106601900158, Y=-6.99359156000247, WKID=4326]",RINGINARUM,KENDAL,JAWA TENGAH,-6.99359156,110.1066019,medium
2453,"Point[X=105.32647020004, Y=-5.46326801540653, WKID=4326]",PANJANG,KOTA BANDAR LAMPUNG,LAMPUNG,-5.463268015,105.3264702,medium
2454,"Point[X=105.217995400268, Y=-5.26295515155897, WKID=4326]",NATAR,LAMPUNG SELATAN,LAMPUNG,-5.262955152,105.2179954,medium
2455,"Point[X=113.406068199888, Y=-8.08032259701019, WKID=4326]",SUMBERBARU,JEMBER,JAWA TIMUR,-8.080322597,113.4060682,medium
2456,"Point[X=107.883769199689, Y=-7.2151062972178, WKID=4326]",TAROGONG KIDUL,GARUT,JAWA BARAT,-7.215106297,107.8837692,medium
2457,"Point[X=116.954956500342, Y=-0.258208046963773, WKID=4326]",SEBULU,KUTAI KARTANEGARA,KALIMANTAN TIMUR,-0.258208047,116.9549565,medium
2458,"Point[X=110.739398399617, Y=-6.95887873086866, WKID=4326]",DEMPET,DEMAK,JAWA TENGAH,-6.958878731,110.7393984,medium
2459,"Point[X=105.145907800005, Y=-5.60795773336264, WKID=4326]",PADANG CERMIN,PESAWARAN,LAMPUNG,-5.607957733,105.1459078,medium
2460,"Point[X=107.61633649973, Y=-6.36793958244573, WKID=4326]",PATOKBEUSI,SUBANG,JAWA BARAT,-6.367939582,107.6163365,medium
2461,"Point[X=110.915483100365, Y=-7.09854866788669, WKID=4326]",PURWODADI,GROBOGAN,JAWA TENGAH,-7.098548668,110.9154831,medium
2462,"Point[X=109.091471399585, Y=-7.62620198973002, WKID=4326]",KESUGIHAN,CILACAP,JAWA TENGAH,-7.62620199,109.0914714,medium
2463,"Point[X=110.890722099745, Y=-7.0229022839132, WKID=4326]",BRATI,GROBOGAN,JAWA TENGAH,-7.022902284,110.8907221,medium
2464,"Point[X=104.930896500273, Y=-4.89452668286009, WKID=4326]",ABUNG SELATAN,LAMPUNG UTARA,LAMPUNG,-4.894526683,104.9308965,medium
2465,"Point[X=108.223056400133, Y=-7.3140133491367, WKID=4326]",CIPEDES,KOTA TASIKMALAYA,JAWA BARAT,-7.314013349,108.2230564,medium
2466,"Point[X=112.895803300382, Y=-7.66292023508072, WKID=4326]",PURWOREJO,KOTA PASURUAN,JAWA TIMUR,-7.662920235,112.8958033,medium
2467,"Point[X=98.6949473504399, Y=3.71900518114427, WKID=4326]",MEDAN LABUHAN,KOTA MEDAN,SUMATERA UTARA,3.719005181,98.69494735,medium
2468,"Point[X=111.243682099749, Y=-7.90350698126213, WKID=4326]",KISMANTORO,WONOGIRI,JAWA TENGAH,-7.903506981,111.2436821,medium
2469,"Point[X=112.714187299604, Y=-8.34092703785245, WKID=4326]",SUMBERMANJING WETAN,MALANG,JAWA TIMUR,-8.340927038,112.7141873,medium
2470,"Point[X=106.684852900441, Y=-7.11374480118161, WKID=4326]",LENGKONG,SUKABUMI,JAWA BARAT,-7.113744801,106.6848529,medium
2471,"Point[X=112.182095499708, Y=-7.87103496319293, WKID=4326]",PLOSOKLATEN,KEDIRI,JAWA TIMUR,-7.871034963,112.1820955,medium
2472,"Point[X=100.10582989983, Y=-0.43661114598757, WKID=4326]",SUNGAI GARINGGING,PADANG PARIAMAN,SUMATERA BARAT,-0.436611146,100.1058299,medium
2473,"Point[X=119.812881799855, Y=-5.62341980338118, WKID=4326]",BATANG,JENEPONTO,SULAWESI SELATAN,-5.623419803,119.8128818,medium
2474,"Point[X=110.375465100434, Y=-7.79995924412378, WKID=4326]",PAKUALAMAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,-7.799959244,110.3754651,medium
2475,"Point[X=112.744947100229, Y=-7.25909877638736, WKID=4326]",GENTENG,KOTA SURABAYA,JAWA TIMUR,-7.259098776,112.7449471,medium
2476,"Point[X=119.672391600192, Y=-4.03756685642526, WKID=4326]",BACUKIKI,KOTA PARE PARE,SULAWESI SELATAN,-4.037566856,119.6723916,medium
2477,"Point[X=107.580356499753, Y=-6.91082151839834, WKID=4326]",ANDIR,KOTA BANDUNG,JAWA BARAT,-6.910821518,107.5803565,medium
2478,"Point[X=101.396435499998, Y=0.52512038319918, WKID=4326]",PAYUNG SEKAKI,KOTA PEKANBARU,RIAU,0.525120383,101.3964355,medium
2479,"Point[X=110.605857700273, Y=-7.67149567278705, WKID=4326]",NGAWEN,KLATEN,JAWA TENGAH,-7.671495673,110.6058577,medium
2480,"Point[X=107.196927500304, Y=-6.21762399355242, WKID=4326]",KARANG BAHAGIA,BEKASI,JAWA BARAT,-6.217623994,107.1969275,medium
2481,"Point[X=107.723253000126, Y=-6.86258729776551, WKID=4326]",CILENGKRANG,BANDUNG,JAWA BARAT,-6.862587298,107.723253,medium
2482,"Point[X=109.910423299796, Y=-7.31693310517863, WKID=4326]",MOJOTENGAH,WONOSOBO,JAWA TENGAH,-7.316933105,109.9104233,medium
2483,"Point[X=119.433840000016, Y=-5.35285480520503, WKID=4326]",BONTONOMPO,GOWA,SULAWESI SELATAN,-5.352854805,119.43384,medium
2484,"Point[X=101.437762699789, Y=0.51718933222196, WKID=4326]",SUKAJADI,KOTA PEKANBARU,RIAU,0.517189332,101.4377627,medium
2485,"Point[X=110.30030399963, Y=-7.7265640808676, WKID=4326]",SEYEGAN,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,-7.726564081,110.300304,medium
2486,"Point[X=105.58023640019, Y=-5.68369725922111, WKID=4326]",KALIANDA,LAMPUNG SELATAN,LAMPUNG,-5.683697259,105.5802364,medium
2487,"Point[X=98.631424750352, Y=2.95474538209373, WKID=4326]",SILIMAKUTA,SIMALUNGUN,SUMATERA UTARA,2.954745382,98.63142475,medium
2488,"Point[X=99.1779154399457, Y=3.32717075092944, WKID=4326]",PADANG HILIR,KOTA TEBING TINGGI,SUMATERA UTARA,3.327170751,99.17791544,medium
2489,"Point[X=111.762072999869, Y=-8.16621795899158, WKID=4326]",BANDUNG,TULUNGAGUNG,JAWA TIMUR,-8.166217959,111.762073,medium
2490,"Point[X=110.742832200046, Y=-7.8620611608938, WKID=4326]",SEMIN,GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,-7.862061161,110.7428322,medium
2491,"Point[X=109.933780300421, Y=-7.28741478086738, WKID=4326]",GARUNG,WONOSOBO,JAWA TENGAH,-7.287414781,109.9337803,medium
2492,"Point[X=113.308942400072, Y=-7.86159173636952, WKID=4326]",BANYUANYAR,PROBOLINGGO,JAWA TIMUR,-7.861591736,113.3089424,medium
